"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Props/CuartoPadres/valijas/phong1.phong1","49","13","13","1","0.000000","0","13"
"/Game/Props/general/banquito/Material_001.Material_001","49","13","13","1","6.731099","0","13"
"/Game/Props/livingRoom/cuadro/Glass.Glass","49","13","13","1","7.181978","0","13"
"/Game/Props/livingRoom/cuadro/Wood.Wood","49","13","13","1","0.000000","0","13"
"/Game/Props/livingRoom/cuadro/WoodBackground.WoodBackground","49","13","13","1","0.000000","0","13"
"/Game/Props/livingRoom/cuadro/WoodPaddle.WoodPaddle","49","13","13","1","0.000000","0","13"
"/Game/Props/livingRoom/silloncito/Green_Armchair_lowpoly.Green_Armchair_lowpoly","49","13","13","1","6.621807","0","13"
"/Game/Props/livingRoom/tocadiscos/lambert1.lambert1","49","13","13","1","7.993354","0","13"
"/Game/Props/livingRoom/tocadiscos/lambert2.lambert2","49","13","13","1","0.000000","0","13"
"/Game/Props/Banio/baniadera/lambert1.lambert1","49","13","13","1","0.000000","0","13"
"/Game/Props/Banio/baniadera/Material_001.Material_001","49","13","13","1","0.000000","0","13"
"/Game/Props/Banio/toalla/towels1_u1_v1.towels1_u1_v1","49","13","13","1","0.000000","0","13"
"/Game/Props/decalbichote/decal_mm.decal_mm","49","14","14","1","5.659205","0","14"
"/Game/Props/livingRoom/tv/back.back","49","13","13","1","6.561860","0","13"
"/Game/Props/livingRoom/tv/screenReflect.screenReflect","49","13","13","1","6.807684","0","13"
"/Game/Props/livingRoom/tv/wood.wood","49","13","13","1","0.000000","0","13"
"/Game/Props/Banio/jabones/03_-_Default.03_-_Default","49","13","13","1","10.707954","0","13"
"/Game/Props/Banio/toallas/Barra.Barra","49","13","13","1","11.910299","0","13"
"/Game/Props/Cocina/cocinaArriba/glass.glass","49","13","13","1","6.601797","0","13"
"/Game/Props/Cocina/licuadora/Color.Color","49","13","13","1","6.656748","0","13"
"/Game/Props/Cocina/licuadora/normal.normal","49","13","13","1","6.988452","0","13"
"/Game/Props/Cocina/licuadora/Plastic.Plastic","49","13","13","1","10.989403","0","13"
"/Game/Props/Cocina/mixer/Metal.Metal","49","13","13","1","7.783612","0","13"
"/Game/Props/Cocina/mixer/Plastic1.Plastic1","49","13","13","1","7.526548","0","13"
"/Game/Props/Cocina/mixer/Plastic2.Plastic2","49","13","13","1","7.432879","0","13"
"/Game/Props/Cocina/mueble/glass.glass","49","13","13","1","0.000000","0","13"
"/Game/Props/Cocina/mueble/Material_001.Material_001","49","13","13","1","0.000000","0","13"
"/Game/Props/Cocina/mueblecito/Material_001.Material_001","49","13","13","1","0.000000","0","13"
"/Game/Props/Cocina/muebleEntero/glass.glass","49","13","13","1","0.000000","0","13"
"/Game/Props/Cocina/muebleEntero/Material_001.Material_001","49","13","13","1","0.000000","0","13"
"/Game/Props/Cocina/tostadora/BlackPlastic.BlackPlastic","49","13","13","1","6.895142","0","13"
"/Game/Props/Cocina/tostadora/Color.Color","49","13","13","1","5.857098","0","13"
"/Game/Props/Cocina/tostadora/Glass.Glass","49","13","13","1","0.000000","0","13"
"/Game/Props/Cocina/tostadora/Metal.Metal","49","13","13","1","6.944145","0","13"
